"","treatment","jar_id","day","site","jar_count","replicate","count","is_decreasing","is_all_decreasing"
"18700","14C",43,10,"PW",382,799,25,TRUE,TRUE
"18701","14C",43,12,"PW",256,799,14,TRUE,TRUE
"18702","14C",43,14,"PW",191,799,10,TRUE,TRUE
"18703","14C",43,1,"PW",793,803,39,TRUE,TRUE
"18704","14C",43,4,"PW",481,803,27,TRUE,TRUE
"18705","14C",43,7,"PW",436,803,28,TRUE,TRUE
"18706","14C",43,10,"PW",431,803,25,TRUE,TRUE
"18707","14C",43,12,"PW",163,803,14,TRUE,TRUE
"18708","14C",43,14,"PW",125,803,10,TRUE,TRUE
"18709","14C",43,1,"PW",573,807,39,TRUE,TRUE
"18710","14C",43,4,"PW",541,807,27,TRUE,TRUE
"18711","14C",43,7,"PW",511,807,28,TRUE,TRUE
"18712","14C",43,10,"PW",349,807,25,TRUE,TRUE
"18713","14C",43,12,"PW",316,807,14,TRUE,TRUE
"18714","14C",43,14,"PW",244,807,10,TRUE,TRUE
"18715","14C",43,1,"PW",741,815,39,TRUE,TRUE
"18716","14C",43,4,"PW",635,815,27,TRUE,TRUE
"18717","14C",43,7,"PW",421,815,28,TRUE,TRUE
"18718","14C",43,10,"PW",416,815,25,TRUE,TRUE
"18719","14C",43,12,"PW",177,815,14,TRUE,TRUE
"18720","14C",43,14,"PW",160,815,10,TRUE,TRUE
"18721","14C",43,1,"PW",681,826,39,TRUE,TRUE
"18722","14C",43,4,"PW",519,826,27,TRUE,TRUE
"18723","14C",43,7,"PW",429,826,28,TRUE,TRUE
"18724","14C",43,10,"PW",308,826,25,TRUE,TRUE
"18725","14C",43,12,"PW",240,826,14,TRUE,TRUE
"18726","14C",43,14,"PW",188,826,10,TRUE,TRUE
"18727","14C",43,1,"PW",628,827,39,TRUE,TRUE
"18728","14C",43,4,"PW",485,827,27,TRUE,TRUE
"18729","14C",43,7,"PW",403,827,28,TRUE,TRUE
"18730","14C",43,10,"PW",373,827,25,TRUE,TRUE
"18731","14C",43,12,"PW",327,827,14,TRUE,TRUE
"18732","14C",43,14,"PW",103,827,10,TRUE,TRUE
"18733","14C",43,1,"PW",489,839,39,TRUE,TRUE
"18734","14C",43,4,"PW",462,839,27,TRUE,TRUE
"18735","14C",43,7,"PW",442,839,28,TRUE,TRUE
"18736","14C",43,10,"PW",336,839,25,TRUE,TRUE
"18737","14C",43,12,"PW",253,839,14,TRUE,TRUE
"18738","14C",43,14,"PW",237,839,10,TRUE,TRUE
"18739","14C",43,1,"PW",680,851,39,TRUE,TRUE
"18740","14C",43,4,"PW",565,851,27,TRUE,TRUE
"18741","14C",43,7,"PW",466,851,28,TRUE,TRUE
"18742","14C",43,10,"PW",344,851,25,TRUE,TRUE
"18743","14C",43,12,"PW",205,851,14,TRUE,TRUE
"18744","14C",43,14,"PW",189,851,10,TRUE,TRUE
"18745","14C",43,1,"PW",890,862,39,TRUE,TRUE
"18746","14C",43,4,"PW",432,862,27,TRUE,TRUE
"18747","14C",43,7,"PW",426,862,28,TRUE,TRUE
"18748","14C",43,10,"PW",373,862,25,TRUE,TRUE
"18749","14C",43,12,"PW",312,862,14,TRUE,TRUE
"18750","14C",43,14,"PW",165,862,10,TRUE,TRUE
"18751","14C",43,1,"PW",686,875,39,TRUE,TRUE
"18752","14C",43,4,"PW",626,875,27,TRUE,TRUE
"18753","14C",43,7,"PW",567,875,28,TRUE,TRUE
"18754","14C",43,10,"PW",430,875,25,TRUE,TRUE
"18755","14C",43,12,"PW",326,875,14,TRUE,TRUE
"18756","14C",43,14,"PW",184,875,10,TRUE,TRUE
"18757","14C",43,1,"PW",455,878,39,TRUE,TRUE
"18758","14C",43,4,"PW",454,878,27,TRUE,TRUE
"18759","14C",43,7,"PW",450,878,28,TRUE,TRUE
"18760","14C",43,10,"PW",368,878,25,TRUE,TRUE
"18761","14C",43,12,"PW",191,878,14,TRUE,TRUE
"18762","14C",43,14,"PW",161,878,10,TRUE,TRUE
"18763","14C",43,1,"PW",692,884,39,TRUE,TRUE
"18764","14C",43,4,"PW",581,884,27,TRUE,TRUE
"18765","14C",43,7,"PW",465,884,28,TRUE,TRUE
"18766","14C",43,10,"PW",397,884,25,TRUE,TRUE
"18767","14C",43,12,"PW",252,884,14,TRUE,TRUE
"18768","14C",43,14,"PW",183,884,10,TRUE,TRUE
"18769","14C",43,1,"PW",750,885,39,TRUE,TRUE
"18770","14C",43,4,"PW",689,885,27,TRUE,TRUE
"18771","14C",43,7,"PW",507,885,28,TRUE,TRUE
"18772","14C",43,10,"PW",503,885,25,TRUE,TRUE
"18773","14C",43,12,"PW",286,885,14,TRUE,TRUE
"18774","14C",43,14,"PW",81,885,10,TRUE,TRUE
"18775","14C",43,1,"PW",767,891,39,TRUE,TRUE
"18776","14C",43,4,"PW",502,891,27,TRUE,TRUE
"18777","14C",43,7,"PW",420,891,28,TRUE,TRUE
"18778","14C",43,10,"PW",381,891,25,TRUE,TRUE
"18779","14C",43,12,"PW",288,891,14,TRUE,TRUE
"18780","14C",43,14,"PW",159,891,10,TRUE,TRUE
"18781","14C",43,1,"PW",617,896,39,TRUE,TRUE
"18782","14C",43,4,"PW",483,896,27,TRUE,TRUE
"18783","14C",43,7,"PW",432,896,28,TRUE,TRUE
"18784","14C",43,10,"PW",323,896,25,TRUE,TRUE
"18785","14C",43,12,"PW",256,896,14,TRUE,TRUE
"18786","14C",43,14,"PW",140,896,10,TRUE,TRUE
"18787","14C",43,1,"PW",608,901,39,TRUE,TRUE
"18788","14C",43,4,"PW",468,901,27,TRUE,TRUE
"18789","14C",43,7,"PW",460,901,28,TRUE,TRUE
"18790","14C",43,10,"PW",407,901,25,TRUE,TRUE
"18791","14C",43,12,"PW",180,901,14,TRUE,TRUE
"18792","14C",43,14,"PW",150,901,10,TRUE,TRUE
"18793","14C",43,1,"PW",581,913,39,TRUE,TRUE
"18794","14C",43,4,"PW",446,913,27,TRUE,TRUE
"18795","14C",43,7,"PW",412,913,28,TRUE,TRUE
"18796","14C",43,10,"PW",367,913,25,TRUE,TRUE
"18797","14C",43,12,"PW",199,913,14,TRUE,TRUE
"18798","14C",43,14,"PW",148,913,10,TRUE,TRUE
"18799","14C",43,1,"PW",649,922,39,TRUE,TRUE
"18800","14C",43,4,"PW",603,922,27,TRUE,TRUE
"18801","14C",43,7,"PW",472,922,28,TRUE,TRUE
"18802","14C",43,10,"PW",353,922,25,TRUE,TRUE
"18803","14C",43,12,"PW",159,922,14,TRUE,TRUE
"18804","14C",43,14,"PW",104,922,10,TRUE,TRUE
"18805","14C",43,1,"PW",643,924,39,TRUE,TRUE
"18806","14C",43,4,"PW",425,924,27,TRUE,TRUE
"18807","14C",43,7,"PW",405,924,28,TRUE,TRUE
"18808","14C",43,10,"PW",380,924,25,TRUE,TRUE
"18809","14C",43,12,"PW",276,924,14,TRUE,TRUE
"18810","14C",43,14,"PW",136,924,10,TRUE,TRUE
"18811","14C",43,1,"PW",827,930,39,TRUE,TRUE
"18812","14C",43,4,"PW",564,930,27,TRUE,TRUE
"18813","14C",43,7,"PW",497,930,28,TRUE,TRUE
"18814","14C",43,10,"PW",453,930,25,TRUE,TRUE
"18815","14C",43,12,"PW",179,930,14,TRUE,TRUE
"18816","14C",43,14,"PW",169,930,10,TRUE,TRUE
"18817","14C",43,1,"PW",639,935,39,TRUE,TRUE
"18818","14C",43,4,"PW",477,935,27,TRUE,TRUE
"18819","14C",43,7,"PW",405,935,28,TRUE,TRUE
"18820","14C",43,10,"PW",405,935,25,TRUE,TRUE
"18821","14C",43,12,"PW",294,935,14,TRUE,TRUE
"18822","14C",43,14,"PW",144,935,10,TRUE,TRUE
"18823","14C",43,1,"PW",701,940,39,TRUE,TRUE
"18824","14C",43,4,"PW",589,940,27,TRUE,TRUE
"18825","14C",43,7,"PW",557,940,28,TRUE,TRUE
"18826","14C",43,10,"PW",434,940,25,TRUE,TRUE
"18827","14C",43,12,"PW",319,940,14,TRUE,TRUE
"18828","14C",43,14,"PW",190,940,10,TRUE,TRUE
"18829","14C",43,1,"PW",654,943,39,TRUE,TRUE
"18830","14C",43,4,"PW",571,943,27,TRUE,TRUE
"18831","14C",43,7,"PW",545,943,28,TRUE,TRUE
"18832","14C",43,10,"PW",297,943,25,TRUE,TRUE
"18833","14C",43,12,"PW",220,943,14,TRUE,TRUE
"18834","14C",43,14,"PW",213,943,10,TRUE,TRUE
"18835","14C",43,1,"PW",523,951,39,TRUE,TRUE
"18836","14C",43,4,"PW",506,951,27,TRUE,TRUE
"18837","14C",43,7,"PW",503,951,28,TRUE,TRUE
"18838","14C",43,10,"PW",428,951,25,TRUE,TRUE
"18839","14C",43,12,"PW",197,951,14,TRUE,TRUE
"18840","14C",43,14,"PW",154,951,10,TRUE,TRUE
"18841","14C",43,1,"PW",830,962,39,TRUE,TRUE
"18842","14C",43,4,"PW",591,962,27,TRUE,TRUE
"18843","14C",43,7,"PW",503,962,28,TRUE,TRUE
"18844","14C",43,10,"PW",370,962,25,TRUE,TRUE
"18845","14C",43,12,"PW",263,962,14,TRUE,TRUE
"18846","14C",43,14,"PW",208,962,10,TRUE,TRUE
"18847","14C",43,1,"PW",738,987,39,TRUE,TRUE
"18848","14C",43,4,"PW",490,987,27,TRUE,TRUE
"18849","14C",43,7,"PW",407,987,28,TRUE,TRUE
"18850","14C",43,10,"PW",379,987,25,TRUE,TRUE
"18851","14C",43,12,"PW",335,987,14,TRUE,TRUE
"18852","14C",43,14,"PW",269,987,10,TRUE,TRUE
"18853","20C",44,1,"PW",865,5,40,TRUE,TRUE
"18854","20C",44,4,"PW",597,5,36,TRUE,TRUE
"18855","20C",44,7,"PW",559,5,33,TRUE,TRUE
"18856","20C",44,10,"PW",436,5,26,TRUE,TRUE
"18857","20C",44,12,"PW",381,5,23,TRUE,TRUE
"18858","20C",44,14,"PW",339,5,22,TRUE,TRUE
"18859","20C",44,1,"PW",831,26,40,TRUE,TRUE
"18860","20C",44,4,"PW",806,26,36,TRUE,TRUE
"18861","20C",44,7,"PW",699,26,33,TRUE,TRUE
"18862","20C",44,10,"PW",544,26,26,TRUE,TRUE
"18863","20C",44,12,"PW",482,26,23,TRUE,TRUE
"18864","20C",44,14,"PW",404,26,22,TRUE,TRUE
"18865","20C",44,1,"PW",502,37,40,TRUE,TRUE
"18866","20C",44,4,"PW",497,37,36,TRUE,TRUE
"18867","20C",44,7,"PW",414,37,33,TRUE,TRUE
"18868","20C",44,10,"PW",292,37,26,TRUE,TRUE
"18869","20C",44,12,"PW",292,37,23,TRUE,TRUE
"18870","20C",44,14,"PW",278,37,22,TRUE,TRUE
"18871","20C",44,1,"PW",637,43,40,TRUE,TRUE
"18872","20C",44,4,"PW",614,43,36,TRUE,TRUE
"18873","20C",44,7,"PW",585,43,33,TRUE,TRUE
"18874","20C",44,10,"PW",487,43,26,TRUE,TRUE
"18875","20C",44,12,"PW",425,43,23,TRUE,TRUE
"18876","20C",44,14,"PW",382,43,22,TRUE,TRUE
"18877","20C",44,1,"PW",700,44,40,TRUE,TRUE
"18878","20C",44,4,"PW",651,44,36,TRUE,TRUE
"18879","20C",44,7,"PW",596,44,33,TRUE,TRUE
"18880","20C",44,10,"PW",440,44,26,TRUE,TRUE
"18881","20C",44,12,"PW",386,44,23,TRUE,TRUE
"18882","20C",44,14,"PW",333,44,22,TRUE,TRUE
"18883","20C",44,1,"PW",855,52,40,TRUE,TRUE
"18884","20C",44,4,"PW",809,52,36,TRUE,TRUE
"18885","20C",44,7,"PW",514,52,33,TRUE,TRUE
"18886","20C",44,10,"PW",485,52,26,TRUE,TRUE
"18887","20C",44,12,"PW",478,52,23,TRUE,TRUE
"18888","20C",44,14,"PW",444,52,22,TRUE,TRUE
"18889","20C",44,1,"PW",749,70,40,TRUE,TRUE
"18890","20C",44,4,"PW",632,70,36,TRUE,TRUE
"18891","20C",44,7,"PW",500,70,33,TRUE,TRUE
"18892","20C",44,10,"PW",461,70,26,TRUE,TRUE
"18893","20C",44,12,"PW",417,70,23,TRUE,TRUE
"18894","20C",44,14,"PW",342,70,22,TRUE,TRUE
"18895","20C",44,1,"PW",898,150,40,TRUE,TRUE
"18896","20C",44,4,"PW",816,150,36,TRUE,TRUE
"18897","20C",44,7,"PW",637,150,33,TRUE,TRUE
"18898","20C",44,10,"PW",452,150,26,TRUE,TRUE
"18899","20C",44,12,"PW",391,150,23,TRUE,TRUE
"18900","20C",44,14,"PW",308,150,22,TRUE,TRUE
"18901","20C",44,1,"PW",747,151,40,TRUE,TRUE
"18902","20C",44,4,"PW",512,151,36,TRUE,TRUE
"18903","20C",44,7,"PW",457,151,33,TRUE,TRUE
"18904","20C",44,10,"PW",420,151,26,TRUE,TRUE
"18905","20C",44,12,"PW",399,151,23,TRUE,TRUE
"18906","20C",44,14,"PW",304,151,22,TRUE,TRUE
"18907","20C",44,1,"PW",809,159,40,TRUE,TRUE
"18908","20C",44,4,"PW",694,159,36,TRUE,TRUE
"18909","20C",44,7,"PW",547,159,33,TRUE,TRUE
"18910","20C",44,10,"PW",398,159,26,TRUE,TRUE
"18911","20C",44,12,"PW",395,159,23,TRUE,TRUE
"18912","20C",44,14,"PW",326,159,22,TRUE,TRUE
"18913","20C",44,1,"PW",694,161,40,TRUE,TRUE
"18914","20C",44,4,"PW",570,161,36,TRUE,TRUE
"18915","20C",44,7,"PW",541,161,33,TRUE,TRUE
"18916","20C",44,10,"PW",411,161,26,TRUE,TRUE
"18917","20C",44,12,"PW",371,161,23,TRUE,TRUE
"18918","20C",44,14,"PW",279,161,22,TRUE,TRUE
"18919","20C",44,1,"PW",803,166,40,TRUE,TRUE
"18920","20C",44,4,"PW",606,166,36,TRUE,TRUE
"18921","20C",44,7,"PW",583,166,33,TRUE,TRUE
"18922","20C",44,10,"PW",530,166,26,TRUE,TRUE
"18923","20C",44,12,"PW",351,166,23,TRUE,TRUE
"18924","20C",44,14,"PW",335,166,22,TRUE,TRUE
"18925","20C",44,1,"PW",720,171,40,TRUE,TRUE
"18926","20C",44,4,"PW",665,171,36,TRUE,TRUE
"18927","20C",44,7,"PW",549,171,33,TRUE,TRUE
"18928","20C",44,10,"PW",407,171,26,TRUE,TRUE
"18929","20C",44,12,"PW",298,171,23,TRUE,TRUE
"18930","20C",44,14,"PW",256,171,22,TRUE,TRUE
"18931","20C",44,1,"PW",762,181,40,TRUE,TRUE
"18932","20C",44,4,"PW",641,181,36,TRUE,TRUE
"18933","20C",44,7,"PW",628,181,33,TRUE,TRUE
"18934","20C",44,10,"PW",571,181,26,TRUE,TRUE
"18935","20C",44,12,"PW",440,181,23,TRUE,TRUE
"18936","20C",44,14,"PW",420,181,22,TRUE,TRUE
"18937","20C",44,1,"PW",732,185,40,TRUE,TRUE
"18938","20C",44,4,"PW",587,185,36,TRUE,TRUE
"18939","20C",44,7,"PW",495,185,33,TRUE,TRUE
"18940","20C",44,10,"PW",439,185,26,TRUE,TRUE
"18941","20C",44,12,"PW",436,185,23,TRUE,TRUE
"18942","20C",44,14,"PW",380,185,22,TRUE,TRUE
"18943","20C",44,1,"PW",722,192,40,TRUE,TRUE
"18944","20C",44,4,"PW",597,192,36,TRUE,TRUE
"18945","20C",44,7,"PW",560,192,33,TRUE,TRUE
"18946","20C",44,10,"PW",436,192,26,TRUE,TRUE
"18947","20C",44,12,"PW",344,192,23,TRUE,TRUE
"18948","20C",44,14,"PW",325,192,22,TRUE,TRUE
"18949","20C",44,1,"PW",669,194,40,TRUE,TRUE
"18950","20C",44,4,"PW",582,194,36,TRUE,TRUE
"18951","20C",44,7,"PW",570,194,33,TRUE,TRUE
"18952","20C",44,10,"PW",478,194,26,TRUE,TRUE
"18953","20C",44,12,"PW",428,194,23,TRUE,TRUE
"18954","20C",44,14,"PW",388,194,22,TRUE,TRUE
"18955","20C",44,1,"PW",724,206,40,TRUE,TRUE
"18956","20C",44,4,"PW",625,206,36,TRUE,TRUE
"18957","20C",44,7,"PW",519,206,33,TRUE,TRUE
"18958","20C",44,10,"PW",460,206,26,TRUE,TRUE
"18959","20C",44,12,"PW",429,206,23,TRUE,TRUE
"18960","20C",44,14,"PW",395,206,22,TRUE,TRUE
"18961","20C",44,1,"PW",742,248,40,TRUE,TRUE
"18962","20C",44,4,"PW",554,248,36,TRUE,TRUE
"18963","20C",44,7,"PW",517,248,33,TRUE,TRUE
"18964","20C",44,10,"PW",400,248,26,TRUE,TRUE
"18965","20C",44,12,"PW",325,248,23,TRUE,TRUE
"18966","20C",44,14,"PW",265,248,22,TRUE,TRUE
"18967","20C",44,1,"PW",655,255,40,TRUE,TRUE
"18968","20C",44,4,"PW",647,255,36,TRUE,TRUE
"18969","20C",44,7,"PW",593,255,33,TRUE,TRUE
"18970","20C",44,10,"PW",546,255,26,TRUE,TRUE
"18971","20C",44,12,"PW",484,255,23,TRUE,TRUE
"18972","20C",44,14,"PW",363,255,22,TRUE,TRUE
"18973","20C",44,1,"PW",756,271,40,TRUE,TRUE
"18974","20C",44,4,"PW",716,271,36,TRUE,TRUE
"18975","20C",44,7,"PW",529,271,33,TRUE,TRUE
"18976","20C",44,10,"PW",373,271,26,TRUE,TRUE
"18977","20C",44,12,"PW",258,271,23,TRUE,TRUE
"18978","20C",44,14,"PW",240,271,22,TRUE,TRUE
"18979","20C",44,1,"PW",683,284,40,TRUE,TRUE
"18980","20C",44,4,"PW",606,284,36,TRUE,TRUE
"18981","20C",44,7,"PW",522,284,33,TRUE,TRUE
"18982","20C",44,10,"PW",452,284,26,TRUE,TRUE
"18983","20C",44,12,"PW",390,284,23,TRUE,TRUE
"18984","20C",44,14,"PW",322,284,22,TRUE,TRUE
"18985","20C",44,1,"PW",725,303,40,TRUE,TRUE
"18986","20C",44,4,"PW",648,303,36,TRUE,TRUE
"18987","20C",44,7,"PW",604,303,33,TRUE,TRUE
"18988","20C",44,10,"PW",523,303,26,TRUE,TRUE
"18989","20C",44,12,"PW",501,303,23,TRUE,TRUE
"18990","20C",44,14,"PW",424,303,22,TRUE,TRUE
"18991","20C",44,1,"PW",702,307,40,TRUE,TRUE
"18992","20C",44,4,"PW",650,307,36,TRUE,TRUE
"18993","20C",44,7,"PW",442,307,33,TRUE,TRUE
"18994","20C",44,10,"PW",435,307,26,TRUE,TRUE
"18995","20C",44,12,"PW",414,307,23,TRUE,TRUE
"18996","20C",44,14,"PW",385,307,22,TRUE,TRUE
"18997","20C",44,1,"PW",780,312,40,TRUE,TRUE
"18998","20C",44,4,"PW",727,312,36,TRUE,TRUE
"18999","20C",44,7,"PW",520,312,33,TRUE,TRUE
"19000","20C",44,10,"PW",453,312,26,TRUE,TRUE
"19001","20C",44,12,"PW",391,312,23,TRUE,TRUE
"19002","20C",44,14,"PW",303,312,22,TRUE,TRUE
"19003","20C",44,1,"PW",608,347,40,TRUE,TRUE
"19004","20C",44,4,"PW",498,347,36,TRUE,TRUE
"19005","20C",44,7,"PW",484,347,33,TRUE,TRUE
"19006","20C",44,10,"PW",430,347,26,TRUE,TRUE
"19007","20C",44,12,"PW",402,347,23,TRUE,TRUE
"19008","20C",44,14,"PW",380,347,22,TRUE,TRUE
"19009","20C",44,1,"PW",700,352,40,TRUE,TRUE
"19010","20C",44,4,"PW",498,352,36,TRUE,TRUE
"19011","20C",44,7,"PW",469,352,33,TRUE,TRUE
"19012","20C",44,10,"PW",376,352,26,TRUE,TRUE
"19013","20C",44,12,"PW",363,352,23,TRUE,TRUE
"19014","20C",44,14,"PW",277,352,22,TRUE,TRUE
"19015","20C",44,1,"PW",774,363,40,TRUE,TRUE
"19016","20C",44,4,"PW",711,363,36,TRUE,TRUE
"19017","20C",44,7,"PW",448,363,33,TRUE,TRUE
"19018","20C",44,10,"PW",441,363,26,TRUE,TRUE
"19019","20C",44,12,"PW",397,363,23,TRUE,TRUE
"19020","20C",44,14,"PW",280,363,22,TRUE,TRUE
"19021","20C",44,1,"PW",925,386,40,TRUE,TRUE
"19022","20C",44,4,"PW",689,386,36,TRUE,TRUE
"19023","20C",44,7,"PW",621,386,33,TRUE,TRUE
"19024","20C",44,10,"PW",572,386,26,TRUE,TRUE
"19025","20C",44,12,"PW",366,386,23,TRUE,TRUE
"19026","20C",44,14,"PW",310,386,22,TRUE,TRUE
"19027","20C",44,1,"PW",594,410,40,TRUE,TRUE
"19028","20C",44,4,"PW",515,410,36,TRUE,TRUE
"19029","20C",44,7,"PW",491,410,33,TRUE,TRUE
"19030","20C",44,10,"PW",487,410,26,TRUE,TRUE
"19031","20C",44,12,"PW",409,410,23,TRUE,TRUE
"19032","20C",44,14,"PW",340,410,22,TRUE,TRUE
"19033","20C",44,1,"PW",728,425,40,TRUE,TRUE
"19034","20C",44,4,"PW",714,425,36,TRUE,TRUE
"19035","20C",44,7,"PW",559,425,33,TRUE,TRUE
"19036","20C",44,10,"PW",424,425,26,TRUE,TRUE
"19037","20C",44,12,"PW",416,425,23,TRUE,TRUE
"19038","20C",44,14,"PW",327,425,22,TRUE,TRUE
"19039","20C",44,1,"PW",748,428,40,TRUE,TRUE
"19040","20C",44,4,"PW",613,428,36,TRUE,TRUE
"19041","20C",44,7,"PW",565,428,33,TRUE,TRUE
"19042","20C",44,10,"PW",531,428,26,TRUE,TRUE
"19043","20C",44,12,"PW",496,428,23,TRUE,TRUE
"19044","20C",44,14,"PW",212,428,22,TRUE,TRUE
"19045","20C",44,1,"PW",734,431,40,TRUE,TRUE
"19046","20C",44,4,"PW",505,431,36,TRUE,TRUE
"19047","20C",44,7,"PW",484,431,33,TRUE,TRUE
"19048","20C",44,10,"PW",478,431,26,TRUE,TRUE
"19049","20C",44,12,"PW",338,431,23,TRUE,TRUE
"19050","20C",44,14,"PW",276,431,22,TRUE,TRUE
"19051","20C",44,1,"PW",784,448,40,TRUE,TRUE
"19052","20C",44,4,"PW",722,448,36,TRUE,TRUE
"19053","20C",44,7,"PW",627,448,33,TRUE,TRUE
"19054","20C",44,10,"PW",514,448,26,TRUE,TRUE
"19055","20C",44,12,"PW",459,448,23,TRUE,TRUE
"19056","20C",44,14,"PW",362,448,22,TRUE,TRUE
"19057","20C",44,1,"PW",693,465,40,TRUE,TRUE
"19058","20C",44,4,"PW",648,465,36,TRUE,TRUE
"19059","20C",44,7,"PW",584,465,33,TRUE,TRUE
"19060","20C",44,10,"PW",521,465,26,TRUE,TRUE
"19061","20C",44,12,"PW",441,465,23,TRUE,TRUE
"19062","20C",44,14,"PW",307,465,22,TRUE,TRUE
"19063","20C",44,1,"PW",760,486,40,TRUE,TRUE
"19064","20C",44,4,"PW",674,486,36,TRUE,TRUE
"19065","20C",44,7,"PW",526,486,33,TRUE,TRUE
"19066","20C",44,10,"PW",378,486,26,TRUE,TRUE
"19067","20C",44,12,"PW",359,486,23,TRUE,TRUE
"19068","20C",44,14,"PW",236,486,22,TRUE,TRUE
"19069","20C",44,1,"PW",660,497,40,TRUE,TRUE
"19070","20C",44,4,"PW",642,497,36,TRUE,TRUE
"19071","20C",44,7,"PW",603,497,33,TRUE,TRUE
"19072","20C",44,10,"PW",413,497,26,TRUE,TRUE
"19073","20C",44,12,"PW",409,497,23,TRUE,TRUE
"19074","20C",44,14,"PW",330,497,22,TRUE,TRUE
"19075","20C",44,1,"PW",578,509,40,TRUE,TRUE
"19076","20C",44,4,"PW",556,509,36,TRUE,TRUE
"19077","20C",44,7,"PW",503,509,33,TRUE,TRUE
"19078","20C",44,10,"PW",426,509,26,TRUE,TRUE
"19079","20C",44,12,"PW",425,509,23,TRUE,TRUE
"19080","20C",44,14,"PW",362,509,22,TRUE,TRUE
"19081","20C",44,1,"PW",716,517,40,TRUE,TRUE
"19082","20C",44,4,"PW",678,517,36,TRUE,TRUE
"19083","20C",44,7,"PW",619,517,33,TRUE,TRUE
"19084","20C",44,10,"PW",536,517,26,TRUE,TRUE
"19085","20C",44,12,"PW",525,517,23,TRUE,TRUE
"19086","20C",44,14,"PW",416,517,22,TRUE,TRUE
"19087","20C",44,1,"PW",733,523,40,TRUE,TRUE
"19088","20C",44,4,"PW",674,523,36,TRUE,TRUE
"19089","20C",44,7,"PW",478,523,33,TRUE,TRUE
"19090","20C",44,10,"PW",474,523,26,TRUE,TRUE
"19091","20C",44,12,"PW",447,523,23,TRUE,TRUE
"19092","20C",44,14,"PW",330,523,22,TRUE,TRUE
"19093","20C",44,1,"PW",696,537,40,TRUE,TRUE
"19094","20C",44,4,"PW",665,537,36,TRUE,TRUE
"19095","20C",44,7,"PW",562,537,33,TRUE,TRUE
"19096","20C",44,10,"PW",501,537,26,TRUE,TRUE
"19097","20C",44,12,"PW",350,537,23,TRUE,TRUE
"19098","20C",44,14,"PW",325,537,22,TRUE,TRUE
"19099","20C",44,1,"PW",656,549,40,TRUE,TRUE
"19100","20C",44,4,"PW",595,549,36,TRUE,TRUE
"19101","20C",44,7,"PW",547,549,33,TRUE,TRUE
"19102","20C",44,10,"PW",540,549,26,TRUE,TRUE
"19103","20C",44,12,"PW",383,549,23,TRUE,TRUE
"19104","20C",44,14,"PW",259,549,22,TRUE,TRUE
"19105","20C",44,1,"PW",725,551,40,TRUE,TRUE
"19106","20C",44,4,"PW",677,551,36,TRUE,TRUE
"19107","20C",44,7,"PW",576,551,33,TRUE,TRUE
"19108","20C",44,10,"PW",481,551,26,TRUE,TRUE
"19109","20C",44,12,"PW",463,551,23,TRUE,TRUE
"19110","20C",44,14,"PW",361,551,22,TRUE,TRUE
"19111","20C",44,1,"PW",762,555,40,TRUE,TRUE
"19112","20C",44,4,"PW",609,555,36,TRUE,TRUE
"19113","20C",44,7,"PW",579,555,33,TRUE,TRUE
"19114","20C",44,10,"PW",347,555,26,TRUE,TRUE
"19115","20C",44,12,"PW",328,555,23,TRUE,TRUE
"19116","20C",44,14,"PW",271,555,22,TRUE,TRUE
"19117","20C",44,1,"PW",749,557,40,TRUE,TRUE
"19118","20C",44,4,"PW",519,557,36,TRUE,TRUE
"19119","20C",44,7,"PW",494,557,33,TRUE,TRUE
"19120","20C",44,10,"PW",486,557,26,TRUE,TRUE
"19121","20C",44,12,"PW",483,557,23,TRUE,TRUE
"19122","20C",44,14,"PW",332,557,22,TRUE,TRUE
"19123","20C",44,1,"PW",785,564,40,TRUE,TRUE
"19124","20C",44,4,"PW",654,564,36,TRUE,TRUE
"19125","20C",44,7,"PW",651,564,33,TRUE,TRUE
"19126","20C",44,10,"PW",561,564,26,TRUE,TRUE
"19127","20C",44,12,"PW",455,564,23,TRUE,TRUE
"19128","20C",44,14,"PW",380,564,22,TRUE,TRUE
"19129","20C",44,1,"PW",727,575,40,TRUE,TRUE
"19130","20C",44,4,"PW",674,575,36,TRUE,TRUE
"19131","20C",44,7,"PW",604,575,33,TRUE,TRUE
"19132","20C",44,10,"PW",332,575,26,TRUE,TRUE
"19133","20C",44,12,"PW",286,575,23,TRUE,TRUE
"19134","20C",44,14,"PW",236,575,22,TRUE,TRUE
"19135","20C",44,1,"PW",785,576,40,TRUE,TRUE
"19136","20C",44,4,"PW",722,576,36,TRUE,TRUE
"19137","20C",44,7,"PW",518,576,33,TRUE,TRUE
"19138","20C",44,10,"PW",479,576,26,TRUE,TRUE
"19139","20C",44,12,"PW",395,576,23,TRUE,TRUE
"19140","20C",44,14,"PW",352,576,22,TRUE,TRUE
"19141","20C",44,1,"PW",723,601,40,TRUE,TRUE
"19142","20C",44,4,"PW",584,601,36,TRUE,TRUE
"19143","20C",44,7,"PW",518,601,33,TRUE,TRUE
"19144","20C",44,10,"PW",491,601,26,TRUE,TRUE
"19145","20C",44,12,"PW",378,601,23,TRUE,TRUE
"19146","20C",44,14,"PW",372,601,22,TRUE,TRUE
"19147","20C",44,1,"PW",738,612,40,TRUE,TRUE
"19148","20C",44,4,"PW",638,612,36,TRUE,TRUE
"19149","20C",44,7,"PW",572,612,33,TRUE,TRUE
